# == pyFAI calibration ==
# Distance Sample to Detector: 0.30723295647962184 m
# PONI: 2.002e-01, 1.996e-01 m
# Rotations: -0.005249 0.007516 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 307.246 mm
# Center: x=1005.963, y=1012.551 pix
# Tilt: 0.525 deg  TiltPlanRot: 55.072 deg
# 
# Detector Detector	 Spline= None	 PixelSize= 2.000e-04, 2.000e-04 m
#    Detector has a mask: False 
#    Detector has a dark current: False 
#    detector has a flat field: False 
# 
# Wavelength: 6.199e-11 m
# Mask applied: False
# Dark current applied: False
# Flat field applied: False
# Polarization factor: None
# Normalization factor: 1.0
# --> ./output//CeO2-std-4.0s-300.0mm-56301-primary-pe1_image-00000.tiff.txt
#       2th_deg             I 
  3.250830e+01    3.199623e+03
  3.252952e+01    6.560448e+03
  3.255075e+01    1.221869e+04
  3.257198e+01    1.826783e+04
  3.259320e+01    2.065122e+04
  3.261443e+01    1.743831e+04
  3.263565e+01    1.128677e+04
  3.265688e+01    5.978205e+03
  3.267811e+01    2.921910e+03
  3.269933e+01    1.571763e+03
  3.272056e+01    1.065731e+03
  3.274179e+01    8.856712e+02
  3.276301e+01    8.192358e+02
  3.278424e+01    7.916049e+02
  3.280547e+01    7.773923e+02
  3.282669e+01    7.689293e+02
  3.284792e+01    7.614322e+02
  3.286915e+01    7.549554e+02
  3.289037e+01    7.497085e+02
  3.291160e+01    7.448038e+02
  3.293282e+01    7.403149e+02
  3.295405e+01    7.368550e+02
  3.297528e+01    7.333288e+02
  3.299650e+01    7.298893e+02
  3.301773e+01    7.274266e+02
  3.303896e+01    7.255204e+02
  3.306018e+01    7.242825e+02
  3.308141e+01    7.219613e+02
  3.310264e+01    7.258484e+02
  3.312386e+01    7.318213e+02
  3.314509e+01    7.192323e+02
  3.316632e+01    7.155231e+02
  3.318754e+01    7.138878e+02
  3.320877e+01    7.129568e+02
  3.322999e+01    7.118846e+02
  3.325122e+01    7.102518e+02
  3.327245e+01    7.196863e+02
  3.329367e+01    7.105535e+02
  3.331490e+01    6.995349e+02
  3.333613e+01    6.988713e+02
  3.335735e+01    6.984384e+02
  3.337858e+01    6.964904e+02
  3.339981e+01    6.938721e+02
  3.342103e+01    6.913923e+02
  3.344226e+01    6.890714e+02
  3.346349e+01    6.884375e+02
  3.348471e+01    6.867473e+02
  3.350594e+01    6.851943e+02
  3.352716e+01    6.881147e+02
  3.354839e+01    6.907904e+02
  3.356962e+01    6.925554e+02
  3.359084e+01    6.930933e+02
  3.361207e+01    6.941513e+02
  3.363330e+01    6.945823e+02
  3.365452e+01    6.949091e+02
  3.367575e+01    6.949988e+02
  3.369698e+01    6.944207e+02
  3.371820e+01    6.928161e+02
  3.373943e+01    6.915856e+02
  3.376066e+01    6.905049e+02
  3.378188e+01    6.877243e+02
  3.380311e+01    6.854952e+02
  3.382434e+01    6.843825e+02
  3.384556e+01    6.835184e+02
  3.386679e+01    6.853475e+02
  3.388801e+01    6.866294e+02
  3.390924e+01    6.866796e+02
  3.393047e+01    6.868129e+02
  3.395169e+01    6.867323e+02
  3.397292e+01    6.867235e+02
  3.399415e+01    6.862636e+02
  3.401537e+01    6.855859e+02
  3.403660e+01    6.819113e+02
  3.405783e+01    6.811413e+02
  3.407905e+01    6.845070e+02
  3.410028e+01    6.869108e+02
  3.412151e+01    6.887362e+02
  3.414273e+01    6.902858e+02
  3.416396e+01    6.916937e+02
  3.418518e+01    6.929688e+02
  3.420641e+01    6.954013e+02
  3.422764e+01    6.982967e+02
  3.424886e+01    7.012650e+02
  3.427009e+01    7.034280e+02
  3.429132e+01    7.063652e+02
  3.431254e+01    7.112538e+02
  3.433377e+01    7.157172e+02
  3.435500e+01    7.341129e+02
  3.437622e+01    7.423778e+02
  3.439745e+01    7.332998e+02
  3.441868e+01    7.432460e+02
  3.443990e+01    7.572750e+02
  3.446113e+01    7.797249e+02
  3.448235e+01    8.252694e+02
  3.450358e+01    9.410633e+02
  3.452481e+01    1.278150e+03
  3.454603e+01    2.221579e+03
  3.456726e+01    4.503013e+03
  3.458849e+01    8.726844e+03
  3.460971e+01    1.373174e+04
  3.463094e+01    1.619532e+04
  3.465217e+01    1.405655e+04
  3.467339e+01    9.233255e+03
  3.469462e+01    4.940746e+03
  3.471585e+01    2.449808e+03
  3.473707e+01    1.353848e+03
  3.475830e+01    9.473125e+02
  3.477953e+01    8.060179e+02
  3.480075e+01    7.544926e+02
  3.482198e+01    7.328538e+02
  3.484320e+01    7.214941e+02
  3.486443e+01    7.146431e+02
  3.488566e+01    7.083983e+02
  3.490688e+01    7.028079e+02
  3.492811e+01    6.981443e+02
  3.494934e+01    6.939688e+02
  3.497056e+01    6.900490e+02
  3.499179e+01    6.861206e+02
  3.501302e+01    6.837227e+02
  3.503424e+01    6.802454e+02
  3.505547e+01    6.776380e+02
  3.507670e+01    6.755733e+02
  3.509792e+01    6.722064e+02
  3.511915e+01    6.701844e+02
  3.514037e+01    6.695431e+02
  3.516160e+01    6.680397e+02
  3.518283e+01    6.663696e+02
  3.520405e+01    6.650986e+02
  3.522528e+01    6.837267e+02
  3.524651e+01    6.831785e+02
  3.526773e+01    6.857445e+02
  3.528896e+01    6.664487e+02
  3.531019e+01    6.595474e+02
  3.533141e+01    6.586796e+02
  3.535264e+01    6.573169e+02
  3.537387e+01    6.572241e+02
  3.539509e+01    6.573868e+02
  3.541632e+01    6.568348e+02
  3.543754e+01    6.545438e+02
  3.545877e+01    6.534006e+02
  3.548000e+01    6.536647e+02
  3.550122e+01    6.525577e+02
  3.552245e+01    6.513491e+02
  3.554368e+01    6.731236e+02
  3.556490e+01    6.676840e+02
  3.558613e+01    6.492150e+02
  3.560736e+01    6.480185e+02
  3.562858e+01    6.484885e+02
  3.564981e+01    6.481229e+02
  3.567104e+01    6.474990e+02
  3.569226e+01    6.475226e+02
  3.571349e+01    6.466787e+02
  3.573471e+01    6.466166e+02
  3.575594e+01    6.466395e+02
  3.577717e+01    6.469515e+02
  3.579839e+01    6.461777e+02
  3.581962e+01    6.458837e+02
  3.584085e+01    6.461198e+02
  3.586207e+01    6.446751e+02
  3.588330e+01    6.440275e+02
  3.590453e+01    6.440402e+02
  3.592575e+01    6.433738e+02
  3.594698e+01    6.604577e+02
  3.596821e+01    6.667315e+02
  3.598943e+01    6.430801e+02
  3.601066e+01    6.433427e+02
  3.603189e+01    6.422620e+02
  3.605311e+01    6.412684e+02
  3.607434e+01    6.411862e+02
  3.609556e+01    6.407941e+02
  3.611679e+01    6.414043e+02
  3.613802e+01    6.410538e+02
  3.615924e+01    6.412816e+02
  3.618047e+01    6.412221e+02
  3.620170e+01    6.406697e+02
  3.622292e+01    6.402426e+02
  3.624415e+01    6.401661e+02
  3.626538e+01    6.410693e+02
  3.628660e+01    6.413235e+02
  3.630783e+01    6.407418e+02
  3.632906e+01    6.403236e+02
  3.635028e+01    6.402085e+02
  3.637151e+01    6.409719e+02
  3.639273e+01    6.413278e+02
  3.641396e+01    6.410408e+02
  3.643519e+01    6.445930e+02
  3.645641e+01    6.678945e+02
  3.647764e+01    6.533396e+02
  3.649887e+01    6.389789e+02
  3.652009e+01    6.379714e+02
  3.654132e+01    6.387615e+02
  3.656255e+01    6.412875e+02
  3.658377e+01    6.413240e+02
  3.660500e+01    6.400225e+02
  3.662623e+01    6.405012e+02
  3.664745e+01    6.397834e+02
  3.666868e+01    6.383920e+02
  3.668990e+01    6.391025e+02
  3.671113e+01    6.404908e+02
  3.673236e+01    6.415007e+02
  3.675358e+01    6.413562e+02
  3.677481e+01    6.409493e+02
  3.679604e+01    6.406027e+02
  3.681726e+01    6.407509e+02
  3.683849e+01    6.411354e+02
  3.685972e+01    6.407100e+02
  3.688094e+01    6.411680e+02
  3.690217e+01    6.680686e+02
  3.692340e+01    6.667324e+02
  3.694462e+01    6.431398e+02
  3.696585e+01    6.427642e+02
  3.698708e+01    6.420440e+02
  3.700830e+01    6.430092e+02
  3.702953e+01    6.444763e+02
  3.705075e+01    6.445157e+02
  3.707198e+01    6.446254e+02
  3.709321e+01    6.450085e+02
  3.711443e+01    6.446735e+02
  3.713566e+01    6.445869e+02
  3.715689e+01    6.444880e+02
  3.717811e+01    6.457195e+02
  3.719934e+01    6.473185e+02
  3.722057e+01    6.480649e+02
  3.724179e+01    6.490930e+02
  3.726302e+01    6.493065e+02
  3.728425e+01    6.489409e+02
  3.730547e+01    6.477556e+02
  3.732670e+01    6.478316e+02
  3.734792e+01    6.491439e+02
  3.736915e+01    6.491041e+02
  3.739038e+01    6.481089e+02
  3.741160e+01    6.507465e+02
  3.743283e+01    6.530596e+02
  3.745406e+01    6.536964e+02
  3.747528e+01    6.538320e+02
  3.749651e+01    6.554633e+02
  3.751774e+01    6.586984e+02
  3.753896e+01    6.612969e+02
  3.756019e+01    6.636533e+02
  3.758142e+01    6.666189e+02
  3.760264e+01    6.703194e+02
  3.762387e+01    6.743326e+02
  3.764509e+01    6.813542e+02
  3.766632e+01    6.954512e+02
  3.768755e+01    7.278888e+02
  3.770877e+01    8.182443e+02
  3.773000e+01    1.091179e+03
  3.775123e+01    1.808477e+03
  3.777245e+01    3.209678e+03
  3.779368e+01    4.922831e+03
  3.781491e+01    5.719298e+03
  3.783613e+01    4.894882e+03
  3.785736e+01    3.259445e+03
  3.787859e+01    1.894024e+03
  3.789981e+01    1.143193e+03
  3.792104e+01    8.326018e+02
  3.794226e+01    7.238710e+02
  3.796349e+01    6.866953e+02
  3.798472e+01    6.746448e+02
  3.800594e+01    6.696458e+02
  3.802717e+01    6.669169e+02
  3.804840e+01    6.643244e+02
  3.806962e+01    6.631531e+02
  3.809085e+01    6.621077e+02
  3.811208e+01    6.603005e+02
  3.813330e+01    6.586354e+02
  3.815453e+01    6.572421e+02
  3.817576e+01    6.564219e+02
  3.819698e+01    6.560129e+02
  3.821821e+01    6.573874e+02
  3.823944e+01    6.573691e+02
  3.826066e+01    6.999561e+02
  3.828189e+01    6.791923e+02
  3.830311e+01    6.560228e+02
  3.832434e+01    6.565280e+02
  3.834557e+01    6.561109e+02
  3.836679e+01    6.555770e+02
  3.838802e+01    6.544012e+02
  3.840925e+01    6.547784e+02
  3.843047e+01    6.551965e+02
  3.845170e+01    6.557308e+02
  3.847293e+01    6.563342e+02
  3.849415e+01    6.553714e+02
  3.851538e+01    6.566224e+02
  3.853661e+01    6.567678e+02
  3.855783e+01    6.581914e+02
  3.857906e+01    6.578542e+02
  3.860028e+01    6.576190e+02
  3.862151e+01    6.588612e+02
  3.864274e+01    6.586604e+02
  3.866396e+01    6.593239e+02
  3.868519e+01    6.607203e+02
  3.870642e+01    6.611341e+02
  3.872764e+01    6.617613e+02
  3.874887e+01    6.625985e+02
  3.877010e+01    6.635383e+02
  3.879132e+01    6.627404e+02
  3.881255e+01    6.625952e+02
  3.883378e+01    6.633173e+02
  3.885500e+01    6.627809e+02
  3.887623e+01    6.621039e+02
  3.889745e+01    6.641850e+02
  3.891868e+01    6.647141e+02
  3.893991e+01    6.662879e+02
  3.896113e+01    6.686949e+02
  3.898236e+01    6.681568e+02
  3.900359e+01    6.694182e+02
  3.902481e+01    6.699706e+02
  3.904604e+01    6.704267e+02
  3.906727e+01    6.711617e+02
  3.908849e+01    6.736777e+02
  3.910972e+01    6.760141e+02
  3.913095e+01    6.760315e+02
  3.915217e+01    6.774540e+02
  3.917340e+01    6.806613e+02
  3.919462e+01    6.818924e+02
  3.921585e+01    6.835731e+02
  3.923708e+01    6.865345e+02
  3.925830e+01    6.890967e+02
  3.927953e+01    6.905200e+02
  3.930076e+01    6.914336e+02
  3.932198e+01    6.972576e+02
  3.934321e+01    7.061473e+02
  3.936444e+01    7.121426e+02
  3.938566e+01    7.219561e+02
  3.940689e+01    7.320225e+02
  3.942812e+01    7.413896e+02
  3.944934e+01    7.580981e+02
  3.947057e+01    8.122922e+02
  3.949180e+01    9.201176e+02
  3.951302e+01    1.066289e+03
  3.953425e+01    1.683045e+03
  3.955547e+01    3.450348e+03
  3.957670e+01    7.140419e+03
  3.959793e+01    1.173720e+04
  3.961915e+01    1.385657e+04
  3.964038e+01    1.145291e+04
  3.966161e+01    6.994847e+03
  3.968283e+01    3.495639e+03
  3.970406e+01    1.738618e+03
  3.972529e+01    1.060286e+03
  3.974651e+01    8.357800e+02
  3.976774e+01    7.658611e+02
  3.978897e+01    7.407400e+02
  3.981019e+01    7.295117e+02
  3.983142e+01    7.220795e+02
  3.985264e+01    7.169116e+02
  3.987387e+01    7.127095e+02
  3.989510e+01    7.095805e+02
  3.991632e+01    7.066055e+02
  3.993755e+01    7.070161e+02
  3.995878e+01    7.071317e+02
  3.998000e+01    7.049823e+02
  4.000123e+01    7.083783e+02
  4.002246e+01    7.118345e+02
  4.004368e+01    7.194179e+02
  4.006491e+01    7.342697e+02
  4.008614e+01    7.768282e+02
  4.010736e+01    9.047787e+02
  4.012859e+01    1.306941e+03
  4.014981e+01    2.341112e+03
  4.017104e+01    4.169588e+03
  4.019227e+01    5.930962e+03
  4.021349e+01    6.134022e+03
  4.023472e+01    4.574686e+03
  4.025595e+01    2.681787e+03
  4.027717e+01    1.477540e+03
  4.029840e+01    9.566530e+02
  4.031963e+01    7.751584e+02
  4.034085e+01    7.183553e+02
  4.036208e+01    7.002652e+02
  4.038331e+01    6.920777e+02
  4.040453e+01    6.851426e+02
  4.042576e+01    6.815608e+02
  4.044699e+01    6.793881e+02
  4.046821e+01    6.794033e+02
  4.048944e+01    6.765101e+02
  4.051066e+01    6.746505e+02
  4.053189e+01    6.729808e+02
  4.055312e+01    6.717814e+02
  4.057434e+01    6.668347e+02
  4.059557e+01    6.666762e+02
  4.061680e+01    6.657946e+02
  4.063802e+01    6.609359e+02
  4.065925e+01    6.617465e+02
  4.068048e+01    6.628601e+02
  4.070170e+01    6.608868e+02
  4.072293e+01    6.591799e+02
  4.074416e+01    6.585063e+02
  4.076538e+01    6.575012e+02
  4.078661e+01    6.572964e+02
  4.080783e+01    6.572055e+02
  4.082906e+01    6.583581e+02
  4.085029e+01    6.574616e+02
  4.087151e+01    6.876708e+02
  4.089274e+01    7.641594e+02
  4.091397e+01    6.703524e+02
  4.093519e+01    6.573232e+02
  4.095642e+01    6.567941e+02
  4.097765e+01    6.570272e+02
  4.099887e+01    6.560101e+02
  4.102010e+01    6.561896e+02
  4.104133e+01    6.580119e+02
  4.106255e+01    6.564651e+02
  4.108378e+01    6.541948e+02
  4.110500e+01    6.547158e+02
  4.112623e+01    6.575009e+02
  4.114746e+01    6.536320e+02
  4.116868e+01    6.565865e+02
  4.118991e+01    6.536717e+02
  4.121114e+01    6.538199e+02
  4.123236e+01    6.536514e+02
  4.125359e+01    6.522953e+02
  4.127482e+01    6.528547e+02
  4.129604e+01    6.537604e+02
  4.131727e+01    6.529086e+02
  4.133850e+01    6.526140e+02
  4.135972e+01    6.540822e+02
  4.138095e+01    6.539936e+02
  4.140217e+01    6.525745e+02
  4.142340e+01    6.548472e+02
  4.144463e+01    6.537886e+02
  4.146585e+01    6.508185e+02
  4.148708e+01    6.525762e+02
  4.150831e+01    6.554806e+02
  4.152953e+01    6.532043e+02
  4.155076e+01    6.504922e+02
  4.157199e+01    6.538600e+02
  4.159321e+01    6.534952e+02
  4.161444e+01    6.551431e+02
  4.163567e+01    6.529019e+02
  4.165689e+01    6.529106e+02
  4.167812e+01    6.534312e+02
  4.169935e+01    6.534672e+02
  4.172057e+01    6.560361e+02
  4.174180e+01    6.549518e+02
  4.176302e+01    6.553442e+02
  4.178425e+01    6.541816e+02
  4.180548e+01    6.545068e+02
  4.182670e+01    6.545451e+02
  4.184793e+01    6.542554e+02
  4.186916e+01    6.559774e+02
  4.189038e+01    6.535676e+02
  4.191161e+01    6.532010e+02
  4.193284e+01    6.555747e+02
  4.195406e+01    6.561734e+02
  4.197529e+01    6.547647e+02
  4.199652e+01    6.532327e+02
  4.201774e+01    6.527747e+02
  4.203897e+01    6.577131e+02
  4.206019e+01    6.575490e+02
  4.208142e+01    6.578918e+02
  4.210265e+01    6.564515e+02
  4.212387e+01    6.588069e+02
  4.214510e+01    6.605958e+02
  4.216633e+01    6.595511e+02
  4.218755e+01    6.591270e+02
  4.220878e+01    6.589434e+02
  4.223001e+01    6.626573e+02
  4.225123e+01    6.699957e+02
  4.227246e+01    6.733519e+02
  4.229369e+01    6.761389e+02
  4.231491e+01    6.794238e+02
  4.233614e+01    6.917646e+02
  4.235736e+01    7.115341e+02
  4.237859e+01    7.728668e+02
  4.239982e+01    9.883316e+02
  4.242104e+01    1.724092e+03
  4.244227e+01    3.343854e+03
  4.246350e+01    5.380012e+03
  4.248472e+01    6.154719e+03
  4.250595e+01    5.009402e+03
  4.252718e+01    3.087146e+03
  4.254840e+01    1.656009e+03
  4.256963e+01    9.856174e+02
  4.259086e+01    7.544882e+02
  4.261208e+01    6.841446e+02
  4.263331e+01    6.624667e+02
  4.265454e+01    6.508743e+02
  4.267576e+01    6.426591e+02
  4.269699e+01    6.392304e+02
  4.271821e+01    6.318274e+02
  4.273944e+01    6.232856e+02
  4.276067e+01    6.157496e+02
  4.278189e+01    6.096964e+02
  4.280312e+01    6.053047e+02
  4.282435e+01    6.010669e+02
  4.284557e+01    6.004512e+02
  4.286680e+01    5.898649e+02
  4.288803e+01    5.847897e+02
  4.290925e+01    5.803853e+02
  4.293048e+01    5.747766e+02
  4.295171e+01    5.711754e+02
  4.297293e+01    5.626011e+02
  4.299416e+01    5.577250e+02
  4.301538e+01    5.522643e+02
  4.303661e+01    5.460964e+02
  4.305784e+01    5.308234e+02
  4.307906e+01    5.219540e+02
  4.310029e+01    5.343894e+02
  4.312152e+01    5.278464e+02
  4.314274e+01    5.105110e+02
  4.316397e+01    5.142964e+02
  4.318520e+01    5.080142e+02
  4.320642e+01    4.946371e+02
  4.322765e+01    4.801580e+02
  4.324888e+01    4.467211e+02
  4.327010e+01    4.181171e+02
  4.329133e+01    3.985347e+02
  4.331255e+01    3.688686e+02
  4.333378e+01    3.360192e+02
  4.335501e+01    3.061016e+02
  4.337623e+01    2.964261e+02
  4.339746e+01    2.777621e+02
  4.341869e+01    2.656180e+02
  4.343991e+01    2.766208e+02
  4.346114e+01    2.853983e+02
